Player Name,Team,Pos,Games,PPR,HPPR,Std,1.5 TE,6 Pt Pass,DK
Pierre Strong Jr.,CLE,RB,1,1.21,0.97,0.72,1.21,1.21,1.24
Alec Ingold,MIA,RB,1,1.09,0.96,0.83,1.09,1.09,1.12
Daniel Bellinger,NYG,TE,1,1.22,0.95,0.67,1.5,1.22,1.25
A.T. Perry,NO,WR,1,1.13,0.92,0.7,1.13,1.13,1.15
Patrick Ricard,BAL,RB,1,1.14,0.91,0.67,1.14,1.14,1.17
Marquise Brown,KC,WR,1,1.12,0.9,0.68,1.12,1.12,1.14
Nate Adkins,DEN,TE,1,1.18,0.9,0.61,1.47,1.18,1.21
Davis Allen,LAR,TE,1,1.17,0.89,0.61,1.45,1.17,1.19
John Bates,WAS,TE,1,1.17,0.87,0.57,1.47,1.17,1.2
Dylan Laube,LVR,RB,1,1.13,0.87,0.6,1.13,1.13,1.16
Brock Wright,DET,TE,1,1.18,0.86,0.55,1.49,1.18,1.2
Tyler Goodson,IND,RB,1,1.07,0.86,0.65,1.07,1.07,1.09
Jalen Brooks,DAL,WR,1,1.07,0.85,0.63,1.07,1.07,1.09
Jameis Winston,CLE,QB,1,0.85,0.85,0.85,0.85,0.93,0.87
Drew Sample,CIN,TE,1,1.1,0.83,0.57,1.36,1.1,1.12
Xavier Hutchinson,HOU,WR,1,1.05,0.82,0.6,1.05,1.05,1.07
Jeff Wilson Jr.,MIA,RB,1,0.92,0.8,0.67,0.92,0.92,0.95
David Bell,CLE,WR,1,1.04,0.79,0.54,1.04,1.04,1.07
JuJu Smith-Schuster,KC,WR,1,0.98,0.79,0.59,0.98,0.98,1.01
Travis Homer,CHI,RB,1,0.89,0.78,0.66,0.89,0.89,0.91
Isaac Guerendo,SF,RB,1,0.83,0.77,0.71,0.83,0.83,0.86
Will Mallory,IND,TE,1,0.97,0.76,0.56,1.18,0.97,1
Trenton Irwin,CIN,WR,1,0.96,0.75,0.55,0.96,0.96,0.98
D'Ernest Johnson,JAX,RB,1,0.85,0.74,0.63,0.85,0.85,0.88
Dare Ogunbowale,HOU,RB,1,0.83,0.73,0.62,0.83,0.83,0.86
MyCole Pruitt,PIT,TE,1,0.95,0.71,0.47,1.19,0.95,0.98
Adam Trautman,DEN,TE,1,0.94,0.71,0.48,1.17,0.94,0.97
Aidan O'Connell,LVR,QB,1,0.71,0.71,0.71,0.71,0.8,0.73
Ronnie Rivers,LAR,RB,1,0.83,0.7,0.57,0.83,0.83,0.86
DJ Turner,LVR,WR,1,0.81,0.68,0.56,0.81,0.81,0.83
DeAndre Carter,LVR,WR,1,0.89,0.68,0.47,0.89,0.89,0.92
Royce Freeman,DAL,RB,1,0.74,0.68,0.61,0.74,0.74,0.77
Dareke Young,SEA,WR,1,0.87,0.67,0.47,0.87,0.87,0.9
Ashton Dulin,IND,WR,1,0.83,0.67,0.51,0.83,0.83,0.86
Derius Davis,LAC,WR,1,0.67,0.67,0.67,0.67,0.67,0.69
Eric Gray,NYG,RB,1,0.79,0.67,0.54,0.79,0.79,0.82
Michael Carter,ARI,RB,1,0.78,0.66,0.55,0.78,0.78,0.8
Rasheen Ali,BAL,RB,1,0.77,0.65,0.54,0.77,0.77,0.79
Kenny McIntosh,SEA,RB,1,0.73,0.61,0.49,0.73,0.73,0.76
Harrison Bryant,LVR,TE,1,0.81,0.61,0.41,1,0.81,0.83
Sean Tucker,TB,RB,1,0.67,0.61,0.55,0.67,0.67,0.69
Carlos Washington,ATL,RB,1,0.62,0.56,0.51,0.62,0.62,0.64
Michael Burton,DEN,RB,1,0.86,0.55,0.23,0.86,0.86,0.89
Cody Schrader,SF,RB,1,0.57,0.52,0.46,0.57,0.57,0.6
Jawhar Jordan,HOU,RB,1,0.58,0.51,0.45,0.58,0.58,0.6
Xavier Gipson,NYJ,WR,1,0.61,0.51,0.41,0.61,0.61,0.63
Julius Chestnut,TEN,RB,1,0.53,0.5,0.48,0.53,0.53,0.55
Hassan Haskins,TEN,RB,1,0.53,0.5,0.48,0.53,0.53,0.55
JaMycal Hasty,NE,RB,1,0.49,0.49,0.49,0.49,0.49,0.51
Charlie Kolar,BAL,TE,1,0.6,0.47,0.34,0.73,0.6,0.62
Kameron Johnson,TB,WR,1,0.51,0.47,0.43,0.51,0.51,0.54
Brevyn Spann-Ford,DAL,TE,1,0.58,0.46,0.34,0.7,0.58,0.61
Jeremy McNichols,WAS,RB,1,0.51,0.46,0.4,0.51,0.51,0.53
Andrew Beck,HOU,RB,1,0.55,0.43,0.3,0.55,0.55,0.57
George Holani,SEA,RB,1,0.48,0.42,0.37,0.48,0.48,0.51
Tyrod Taylor,NYJ,QB,1,0.42,0.42,0.42,0.42,0.48,0.44
Chase Edmonds,TB,RB,1,0.48,0.42,0.36,0.48,0.48,0.5
Charlie Jones,CIN,WR,1,0.51,0.41,0.31,0.51,0.51,0.53
Sam Howell,SEA,QB,1,0.4,0.4,0.4,0.4,0.48,0.42
Robbie Chosen,MIA,WR,1,0.5,0.4,0.29,0.5,0.5,0.52
Myles Gaskin,MIN,RB,1,0.44,0.39,0.33,0.44,0.44,0.46
Skyy Moore,KC,WR,1,0.48,0.38,0.29,0.48,0.48,0.5
Ihmir Smith-Marsette,NYG,WR,1,0.5,0.38,0.26,0.5,0.5,0.52
Brenden Rice,LAC,WR,1,0.46,0.37,0.28,0.46,0.46,0.48
Jordan Matthews,CAR,TE,1,0.48,0.36,0.25,0.59,0.48,0.5
Ian Thomas,CAR,TE,1,0.47,0.36,0.25,0.59,0.47,0.5
Tyler Huntley,BAL,QB,1,0.35,0.35,0.35,0.35,0.4,0.37
Hunter Luepke,DAL,RB,1,0.42,0.35,0.28,0.42,0.42,0.44
Stone Smartt,LAC,TE,1,0.45,0.35,0.25,0.55,0.45,0.47
Braxton Berrios,MIA,WR,1,0.46,0.34,0.22,0.46,0.46,0.48
Mitchell Trubisky,BUF,QB,1,0.33,0.33,0.33,0.33,0.4,0.36
Cedrick Wilson,NO,WR,1,0.41,0.33,0.24,0.41,0.41,0.44
Devin Duvernay,JAX,WR,1,0.33,0.33,0.33,0.33,0.33,0.35
Joe Flacco,IND,QB,1,0.32,0.32,0.32,0.32,0.38,0.35
Blaine Gabbert,KC,QB,1,0.32,0.32,0.32,0.32,0.4,0.34
Mac Jones,JAX,QB,1,0.31,0.31,0.31,0.31,0.36,0.33
Davis Mills,HOU,QB,1,0.31,0.31,0.31,0.31,0.38,0.33
Trey Lance,DAL,QB,1,0.31,0.31,0.31,0.31,0.39,0.33
Cornelius Johnson,LAC,WR,1,0.39,0.31,0.23,0.39,0.39,0.41
Bryce Ford-Wheaton,NYG,WR,1,0.41,0.31,0.2,0.41,0.41,0.44
Desmond Ridder,ARI,QB,1,0.3,0.3,0.3,0.3,0.38,0.32
Joshua Dobbs,SF,QB,1,0.3,0.3,0.3,0.3,0.35,0.32
Jake Browning,CIN,QB,1,0.3,0.3,0.3,0.3,0.36,0.32
Kenny Pickett,PHI,QB,1,0.3,0.3,0.3,0.3,0.36,0.32
Tyson Bagent,CHI,QB,1,0.29,0.29,0.29,0.29,0.34,0.31
David Moore,CAR,WR,1,0.38,0.29,0.2,0.38,0.38,0.41
Nick Mullens,MIN,QB,1,0.29,0.29,0.29,0.29,0.36,0.31
Kyle Trask,TB,QB,1,0.28,0.28,0.28,0.28,0.35,0.31
Hendon Hooker,DET,QB,1,0.26,0.26,0.26,0.26,0.3,0.28
Jimmy Garoppolo,LAR,QB,1,0.26,0.26,0.26,0.26,0.3,0.28
Michael Penix Jr.,ATL,QB,1,0.26,0.26,0.26,0.26,0.3,0.28
Tommy DeVito,NYG,QB,1,0.24,0.24,0.24,0.24,0.28,0.26
Scott Miller,PIT,WR,1,0.31,0.24,0.16,0.31,0.31,0.33
Marcedes Lewis,CHI,TE,1,0.29,0.24,0.18,0.35,0.29,0.31
Easton Stick,LAC,QB,1,0.23,0.23,0.23,0.23,0.28,0.25
Mason Rudolph,TEN,QB,1,0.23,0.23,0.23,0.23,0.27,0.25
Connor Heyward,PIT,TE,1,0.31,0.23,0.14,0.39,0.31,0.33
Pharaoh Brown,SEA,TE,1,0.28,0.21,0.15,0.34,0.28,0.3
AJ Barner,SEA,TE,1,0.28,0.21,0.15,0.34,0.28,0.3
KhaDarel Hodge,ATL,WR,1,0.26,0.21,0.16,0.26,0.26,0.28
Jarrett Stidham,DEN,QB,1,0.2,0.2,0.2,0.2,0.23,0.22
Marcus Mariota,WAS,QB,1,0.2,0.2,0.2,0.2,0.23,0.22
Grant DuBose,MIA,WR,1,0.24,0.19,0.14,0.24,0.24,0.26
Ross Dwelley,SF,TE,1,0.24,0.19,0.14,0.3,0.24,0.27
Chris Blair,ATL,WR,1,0.23,0.18,0.13,0.23,0.23,0.25
Eric Saubert,SF,TE,1,0.23,0.18,0.13,0.29,0.23,0.26
Brady Russell,SEA,TE,1,0.24,0.18,0.12,0.3,0.24,0.26
Cameron Latu,CLE,TE,1,0.24,0.18,0.12,0.3,0.24,0.26
Casey Washington,ATL,WR,1,0.22,0.18,0.13,0.22,0.22,0.25
Ronnie Bell,SF,WR,1,0.22,0.18,0.13,0.22,0.22,0.25
Dallin Holker,NO,TE,1,0.22,0.17,0.13,0.27,0.22,0.24
Kenny Yeboah,NYJ,TE,1,0.17,0.17,0.17,0.17,0.17,0.19
Chris Conley,SF,WR,1,0.21,0.17,0.13,0.21,0.21,0.24
Jamison Crowder,WAS,WR,1,0.22,0.17,0.12,0.22,0.22,0.24
Payne Durham,TB,TE,1,0.22,0.17,0.12,0.27,0.22,0.24
Tyler Scott,CHI,WR,1,0.2,0.15,0.11,0.2,0.2,0.22
Devin Culp,TB,TE,1,0.2,0.15,0.1,0.25,0.2,0.22
Ko Kieft,TB,TE,1,0.2,0.15,0.1,0.25,0.2,0.22
Jonathan Williams,WAS,RB,1,0.2,0.15,0.1,0.2,0.2,0.22
Tylan Wallace,BAL,WR,1,0.2,0.15,0.1,0.2,0.2,0.22
Spencer Rattler,NO,QB,1,0.12,0.12,0.12,0.12,0.15,0.14
New ATL QB,ATL,QB,1,0.1,0.1,0.1,0.1,0.1,0.12
Cooper Rush,DAL,QB,1,0.07,0.07,0.07,0.07,0.07,0.09
Chris Rodriguez Jr.,WAS,RB,1,0,0,0,0,0,0.02
Trevor Siemian,NYJ,QB,1,0,0,0,0,0,0.02
New NYJ RB 4,NYJ,RB,1,0,0,0,0,0,0.02
Tip Reiman,ARI,TE,1,0,0,0,0,0,0.02
New MIN RB 2,MIN,RB,1,0,0,0,0,0,0.02
New KC WR,KC,WR,1,0,0,0,0,0,0.02
Anthony McFarland Jr.,PIT,RB,1,0,0,0,0,0,0.02
Sean McKeon,DAL,TE,1,0,0,0,0,0,0.02
Nyheim Hines,CLE,RB,1,0,0,0,0,0,0.02
Eric Tomlinson,HOU,TE,1,0,0,0,0,0,0.02
Latavius Murray,BUF,RB,1,0,0,0,0,0,0.02
Steven Sims,HOU,WR,1,0,0,0,0,0,0.02
Lawrence Cager,NYG,TE,1,0,0,0,0,0,0.02
Owen Wright,BAL,RB,1,0,0,0,0,0,0.02
Derek Watt,PIT,RB,1,0,0,0,0,0,0.02
Darrynton Evans,CHI,RB,1,0,0,0,0,0,0.02
Cody Thompson,SEA,WR,1,0,0,0,0,0,0.02
Mike Strachan,CAR,WR,1,0,0,0,0,0,0.02
Deneric Prince,KC,RB,1,0,0,0,0,0,0.02
New NYG QB,NYG,QB,1,0,0,0,0,0,0.02
Lucas Krull,DEN,TE,1,0,0,0,0,0,0.02
New DAL WR,DAL,WR,1,0,0,0,0,0,0.02
Jashaun Corbin,NYG,RB,1,0,0,0,0,0,0.02
Antoine Green,DET,WR,1,0,0,0,0,0,0.02
Jaren Hall,MIN,QB,1,0,0,0,0,0,0.02
Geoff Swaim,ARI,TE,1,0,0,0,0,0,0.02
Chris Moore,ARI,WR,1,0,0,0,0,0,0.02
Boston Scott,LAR,RB,1,0,0,0,0,0,0.02
Snoop Conner,JAX,RB,1,0,0,0,0,0,0.02
Kevin Harris,NE,RB,1,0,0,0,0,0,0.02
Josh Ali,ATL,WR,1,0,0,0,0,0,0.02
New NE WR,NE,WR,1,0,0,0,0,0,0.02
Jamari Thrash,CLE,WR,1,0,0,0,0,0,0.02
Jelani Woods,IND,TE,1,0,0,0,0,0,0.02
Trayveon Williams,CIN,RB,1,0,0,0,0,0,0.02
Nick Muse,MIN,TE,1,0,0,0,0,0,0.02
Ihmir Smith-Marsette,CAR,WR,1,0,0,0,0,0,0.02
New CIN WR,CIN,WR,1,0,0,0,0,0,0.02
Isaiah McKenzie,NYG,WR,1,0,0,0,0,0,0.02
Salvon Ahmed,MIA,RB,1,0,0,0,0,0,0.02
Ainias Smith,PHI,WR,1,0,0,0,0,0,0.02
Malik Taylor,NYJ,WR,1,0,0,0,0,0,0.02
Frank Gore Jr.,BUF,RB,1,0,0,0,0,0,0.02
Equanimeous St. Brown,CHI,WR,1,0,0,0,0,0,0.02
C.J. Beathard,JAX,QB,1,0,0,0,0,0,0.02
Bisi Johnson,MIN,WR,1,0,0,0,0,0,0.02
Joe Milton III,NE,QB,1,0,0,0,0,0,0.02
New SF QB 2,SF,QB,1,0,0,0,0,0,0.02
Tanner McLachlan,CIN,TE,1,0,0,0,0,0,0.02
Brandon Johnson,DEN,WR,1,0,0,0,0,0,0.02
Jeff Cotton,GB,WR,1,0,0,0,0,0,0.02
New MIN RB,MIN,RB,1,0,0,0,0,0,0.02
Irvin Charles,NYJ,WR,1,0,0,0,0,0,0.02
Joe Flacco,CLE,QB,1,0,0,0,0,0,0.02
Josiah Deguara,JAX,TE,1,0,0,0,0,0,0.02
Jamal Agnew,JAX,WR,1,0,0,0,0,0,0.02
New LAC TE,LAC,TE,1,0,0,0,0,0,0.02
Dante Miller,NYG,RB,1,0,0,0,0,0,0.02
Tommy Sweeney,CHI,TE,1,0,0,0,0,0,0.02
Pooka Williams Jr.,CIN,RB,1,0,0,0,0,0,0.02
Jimmy Graham,NO,TE,1,0,0,0,0,0,0.02
Reid Sinnett,CIN,QB,1,0,0,0,0,0,0.02
Rakim Jarrett,TB,WR,1,0,0,0,0,0,0.02
Alex Erickson,LAC,WR,1,0,0,0,0,0,0.02
AJ Dillon,GB,RB,1,0,0,0,0,0,0.02
Tre'Quan Smith,NO,WR,1,0,0,0,0,0,0.02
New NO QB 2,NO,QB,1,0,0,0,0,0,0.02
Ben Sims,GB,TE,1,0,0,0,0,0,0.02
Austin Trammell,LAR,WR,1,0,0,0,0,0,0.02
New TB WR,TB,WR,1,0,0,0,0,0,0.02
Evan Hull,IND,RB,1,0,0,0,0,0,0.02
Tejhaun Palmer,ARI,WR,1,0,0,0,0,0,0.02
Noah Togiai,PHI,TE,1,0,0,0,0,0,0.02
Albert Okwuegbunam,PHI,TE,1,0,0,0,0,0,0.02
Juwann Winfree,IND,WR,1,0,0,0,0,0,0.02
Craig Reynolds,DET,RB,1,0,0,0,0,0,0.02
Ryan Flournoy,DAL,WR,1,0,0,0,0,0,0.02
Clayton Tune,ARI,QB,1,0,0,0,0,0,0.02
New LAC RB,LAC,RB,1,0,0,0,0,0,0.02
Matt Corral,CAR,QB,1,0,0,0,0,0,0.02
Carter Bradley,LVR,QB,1,0,0,0,0,0,0.02
Jordan Travis,NYJ,QB,1,0,0,0,0,0,0.02
Jeff Driskel,WAS,QB,1,0,0,0,0,0,0.02
Sean Clifford,GB,QB,1,0,0,0,0,0,0.02
Tyler Davis,GB,TE,1,0,0,0,0,0,0.02
Quintin Morris,BUF,TE,1,0,0,0,0,0,0.02
Teagan Quitoriano,HOU,TE,1,0,0,0,0,0,0.02
N'Keal Harry,MIN,WR,1,0,0,0,0,0,0.02
Carson Wentz,LAR,QB,1,0,0,0,0,0,0.02
DeeJay Dallas,ARI,RB,1,0,0,0,0,0,0.02
Mecole Hardman Jr.,KC,WR,1,0,0,0,0,0,0.02
New HOU WR,HOU,WR,1,0,0,0,0,0,0.02
Jason Cabinda,DET,RB,1,0,0,0,0,0,0.02
Rashaad Penny,PHI,RB,1,0,0,0,0,0,0.02
Isaiah Davis,NYJ,RB,1,0,0,0,0,0,0.02
Zach Evans,LAR,RB,1,0,0,0,0,0,0.02
New BAL WR 2,BAL,WR,1,0,0,0,0,0,0.02
Ryan Tannehill,TEN,QB,1,0,0,0,0,0,0.02
Daurice Fountain,DET,WR,1,0,0,0,0,0,0.02
J.J. McCarthy,MIN,QB,1,0,0,0,0,0,0.02
Keaton Mitchell,BAL,RB,1,0,0,0,0,0,0.02
New MIA TE,MIA,TE,1,0,0,0,0,0,0.02
Case Keenum,HOU,QB,1,0,0,0,0,0,0.02
Tyree Jackson,PHI,TE,1,0,0,0,0,0,0.02
Jermar Jefferson,DET,RB,1,0,0,0,0,0,0.02
Tony Jones Jr.,NO,RB,1,0,0,0,0,0,0.02
Israel Abanikanda,NYJ,RB,1,0,0,0,0,0,0.02
Deonte Hardy,BAL,WR,1,0,0,0,0,0,0.02
Blake Watson,DEN,RB,1,0,0,0,0,0,0.02
Lideatrick Griffin,LVR,WR,1,0,0,0,0,0,0.02
Chris Manhertz,NYG,TE,1,0,0,0,0,0,0.02
Allen Robinson,NYG,WR,1,0,0,0,0,0,0.02
Marquez Callaway,NO,WR,1,0,0,0,0,0,0.02
Devin Leary,BAL,QB,1,0,0,0,0,0,0.02
Thomas Odukoya,TEN,TE,1,0,0,0,0,0,0.02
Feleipe Franks,CAR,TE,1,0,0,0,0,0,0.02
Dee Eskridge,SEA,WR,1,0,0,0,0,0,0.02
Elijah Mitchell,SF,RB,1,0,0,0,0,0,0.02
Dillon Johnson,TEN,RB,1,0,0,0,0,0,0.02
Lance McCutcheon,LAR,WR,1,0,0,0,0,0,0.02
Nick Boyle,BAL,TE,1,0,0,0,0,0,0.02
Raheem Blackshear,CAR,RB,1,0,0,0,0,0,0.02
Irv Smith Jr.,KC,TE,1,0,0,0,0,0,0.02
New SEA RB 2,SEA,RB,1,0,0,0,0,0,0.02
Rodney Williams,PIT,TE,1,0,0,0,0,0,0.02
Keilan Robinson,JAX,RB,1,0,0,0,0,0,0.02
Denzel Mims,PIT,WR,1,0,0,0,0,0,0.02
Tucker Fisk,ATL,TE,1,0,0,0,0,0,0.02
Blake Whiteheart,CLE,TE,1,0,0,0,0,0,0.02
Zach Pascal,ARI,WR,1,0,0,0,0,0,0.02
Austin Mack,ATL,WR,1,0,0,0,0,0,0.02
Stetson Bennett,LAR,QB,1,0,0,0,0,0,0.02
Avery Williams,ATL,RB,1,0,0,0,0,0,0.02
Stanley Morgan,CIN,WR,1,0,0,0,0,0,0.02
James Mitchell,DET,TE,1,0,0,0,0,0,0.02
Zach Davidson,BUF,TE,1,0,0,0,0,0,0.02
Jase McClellan,ATL,RB,1,0,0,0,0,0,0.02
Anthony Firkser,DET,TE,1,0,0,0,0,0,0.02
Jakob Johnson,LVR,RB,1,0,0,0,0,0,0.02
Lynn Bowden,NO,WR,1,0,0,0,0,0,0.02
Ty Montgomery,NE,RB,1,0,0,0,0,0,0.02
Zack Kuntz,NYJ,TE,1,0,0,0,0,0,0.02
Jonathan Ward,TEN,RB,1,0,0,0,0,0,0.02
Zach Wilson,DEN,QB,1,0,0,0,0,0,0.02
Jaret Patterson,LAC,RB,1,0,0,0,0,0,0.02
Kyle Philips,TEN,WR,1,0,0,0,0,0,0.02
Tom Kennedy,DET,WR,1,0,0,0,0,0,0.02
Lew Nichols,PHI,RB,1,0,0,0,0,0,0.02
New WAS WR,WAS,WR,1,0,0,0,0,0,0.02
Colson Yankoff,WAS,TE,1,0,0,0,0,0,0.02
Mike Boone,CAR,RB,1,0,0,0,0,0,0.02
New NE RB 2,NE,RB,1,0,0,0,0,0,0.02
Trishton Jackson,MIN,WR,1,0,0,0,0,0,0.02
Simi Fehoko,LAC,WR,1,0,0,0,0,0,0.02
Jesper Horsted,LVR,TE,1,0,0,0,0,0,0.02
Rondale Moore,ATL,WR,1,0,0,0,0,0,0.02
New BUF WR,BUF,WR,1,0,0,0,0,0,0.02
Samori Toure,GB,WR,1,0,0,0,0,0,0.02
Brycen Hopkins,LAR,TE,1,0,0,0,0,0,0.02
Robert Woods,HOU,WR,1,0,0,0,0,0,0.02
New PIT RB,PIT,RB,1,0,0,0,0,0,0.02
Malik Heath,GB,WR,1,0,0,0,0,0,0.02
New SF WR,SF,WR,1,0,0,0,0,0,0.02
Patrick Taylor,SF,RB,1,0,0,0,0,0,0.02
Justin Shorter,BUF,WR,1,0,0,0,0,0,0.02
Randall Cobb,NYJ,WR,1,0,0,0,0,0,0.02
Jake Tonges,SF,TE,1,0,0,0,0,0,0.02
Anthony Gould,IND,WR,1,0,0,0,0,0,0.02
Deven Thompkins,TB,WR,1,0,0,0,0,0,0.02
Xavier Weaver,ARI,WR,1,0,0,0,0,0,0.02
Dalvin Cook,DAL,RB,1,0,0,0,0,0,0.02
Nick Foles,IND,QB,1,0,0,0,0,0,0.02
Wendell Smallwood,WAS,RB,1,0,0,0,0,0,0.02
Jeff Foreman,LVR,WR,1,0,0,0,0,0,0.02
Kamel Keyton,LVR,WR,1,0,0,0,0,0,0.02
Jack Stoll,PHI,TE,1,0,0,0,0,0,0.02
Parris Campbell,PHI,WR,1,0,0,0,0,0,0.02
Reggie Gilliam,BUF,TE,1,0,0,0,0,0,0.02
Tanner Conner,MIA,TE,1,0,0,0,0,0,0.02
Chris Moore,TEN,WR,1,0,0,0,0,0,0.02
Quez Watkins,PIT,WR,1,0,0,0,0,0,0.02
Chase Claypool,BUF,WR,1,0,0,0,0,0,0.02
New WAS RB,WAS,RB,1,0,0,0,0,0,0.02
Tahj Washington,MIA,WR,1,0,0,0,0,0,0.02
Byron Pringle,WAS,WR,1,0,0,0,0,0,0.02
John Ross,PHI,WR,1,0,0,0,0,0,0.02
Marcus Kemp,WAS,WR,1,0,0,0,0,0,0.02
Miles Boykin,PIT,WR,1,0,0,0,0,0,0.02
New HOU QB,HOU,QB,1,0,0,0,0,0,0.02
New ATL RB 3,ATL,RB,1,0,0,0,0,0,0.02
New KC WR,KC,WR,1,0,0,0,0,0,0.02
Jha'Quan Jackson,TEN,WR,1,0,0,0,0,0,0.02
Isaiah Hodgins,NYG,WR,1,0,0,0,0,0,0.02
Mitchell Wilcox,NE,TE,1,0,0,0,0,0,0.02
Brandon Bolden,LVR,RB,1,0,0,0,0,0,0.02
Patrick Laird,TB,RB,1,0,0,0,0,0,0.02
Tommy Hudson,NO,TE,1,0,0,0,0,0,0.02
New GB TE,GB,TE,1,0,0,0,0,0,0.02
Danny Gray,SF,WR,1,0,0,0,0,0,0.02
Jaelon Darden,CLE,WR,1,0,0,0,0,0,0.02
Matt Barkley,BUF,QB,1,0,0,0,0,0,0.02
KJ Hamler,BUF,WR,1,0,0,0,0,0,0.02
Chris Evans,CIN,RB,1,0,0,0,0,0,0.02
New CIN RB,CIN,RB,1,0,0,0,0,0,0.02
Demetric Felton,CLE,RB,1,0,0,0,0,0,0.02
Kareem Hunt,CLE,RB,1,0,0,0,0,0,0.02
Teddy Bridgewater,DET,QB,1,0,0,0,0,0,0.02
Quintez Cephus,DET,WR,1,0,0,0,0,0,0.02
Parker Hesse,DET,TE,1,0,0,0,0,0,0.02
Patrick Taylor,GB,RB,1,0,0,0,0,0,0.02
New GB TE 2,GB,TE,1,0,0,0,0,0,0.02
New IND TE,IND,TE,1,0,0,0,0,0,0.02
Tim Jones,JAX,WR,1,0,0,0,0,0,0.02
New JAX WR,JAX,WR,1,0,0,0,0,0,0.02
Chris Manhertz,JAX,TE,1,0,0,0,0,0,0.02
Shane Buechele,KC,QB,1,0,0,0,0,0,0.02
Peyton Hendershot,KC,TE,1,0,0,0,0,0,0.02
Taylor Heinicke,LAC,QB,1,0,0,0,0,0,0.02
Hunter Long,LAR,TE,1,0,0,0,0,0,0.02
Ty James,MIN,WR,1,0,0,0,0,0,0.02
Kayshon Boutte,NE,WR,1,0,0,0,0,0,0.02
Jalen Reagor,NE,WR,1,0,0,0,0,0,0.02
New NYG RB,NYG,RB,1,0,0,0,0,0,0.02
Nick Bawden,NYJ,RB,1,0,0,0,0,0,0.02
New NYJ RB 3,NYJ,RB,1,0,0,0,0,0,0.02
Jason Brownlee,NYJ,WR,1,0,0,0,0,0,0.02
Tanner McKee,PHI,QB,1,0,0,0,0,0,0.02
Kyle Allen,PIT,QB,1,0,0,0,0,0,0.02
Hakeem Butler,PIT,WR,1,0,0,0,0,0,0.02
Random Person,SEA,RB,1,0,0,0,0,0,0.02
Random Person,SEA,RB,1,0,0,0,0,0,0.02
Laquon Treadwell,SEA,WR,1,0,0,0,0,0,0.02
Willie Snead,SF,WR,1,0,0,0,0,0,0.02
Dontrell Hilliard,TEN,RB,1,0,0,0,0,0,0.02
Curtis Hodges,WAS,TE,1,0,0,0,0,0,0.02
